/opt/anaconda3/lib/python3.12/site-packages/geppy/__init__.py:26: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
hff library OK (test fitness: (0.1415394733244273,))
registry: ['circle_area', 'gravity', 'coulomb', 'pendulum', 'keplers3', 'ideal_gas', 'I_6_2a', 'I_6_2', 'I_6_2b', 'I_8_14', 'I_9_18', 'I_10_7', 'I_11_19', 'I_12_1', 'I_12_2', 'I_12_4', 'I_12_5', 'I_12_11', 'I_13_4', 'I_13_12', 'I_14_3', 'I_14_4', 'I_15_3x', 'I_15_3t', 'I_15_1', 'I_16_6', 'I_18_4', 'I_18_12', 'I_18_14', 'I_24_6', 'I_25_13', 'I_26_2', 'I_27_6', 'I_29_4', 'I_29_16', 'I_30_3', 'I_30_5', 'I_32_5', 'I_32_17', 'I_34_8', 'I_34_1', 'I_34_14', 'I_34_27', 'I_37_4', 'I_38_12', 'I_39_1', 'I_39_11', 'I_39_22', 'I_40_1', 'I_41_16', 'I_43_16', 'I_43_31', 'I_43_43', 'I_44_4', 'I_47_23', 'I_48_2', 'I_50_26', 'II_2_42', 'II_3_24', 'II_4_23', 'II_6_11', 'II_6_15a', 'II_6_15b', 'II_8_7', 'II_8_31', 'II_10_9', 'II_11_3', 'II_11_17', 'II_11_20', 'II_11_27', 'II_11_28', 'II_13_17', 'II_13_23', 'II_13_34', 'II_15_4', 'II_15_5', 'II_21_32', 'II_24_17', 'II_27_16', 'II_27_18', 'II_34_2a', 'II_34_2', 'II_34_11', 'II_34_29a', 'II_34_29b', 'II_35_18', 'II_35_21', 'II_36_38', 'II_37_1', 'II_38_3', 'II_38_14', 'III_4_32', 'III_4_33', 'III_7_38', 'III_8_54', 'III_9_52', 'III_10_19', 'III_12_43', 'III_13_18', 'III_14_14', 'III_15_12', 'III_15_14', 'III_15_27', 'III_17_37', 'III_19_51', 'III_21_20', 'test_1', 'test_2', 'test_3', 'test_4', 'test_5', 'test_6', 'test_7', 'test_8', 'test_9', 'test_10', 'test_11', 'test_12', 'test_13', 'test_14', 'test_15', 'test_16', 'test_17', 'test_18', 'test_19', 'test_20']
[feynman override] head_length=48 (keep n_genes=3, avgval linker)
Selected problem: I_27_6
  Description : Feynman I-III I.27.6: foc = 1/(1/d1+n/d2)
  Variables   : ['d1', 'd2', 'n']
  Train range : {'d1': (1.0, 5.0), 'd2': (1.0, 5.0), 'n': (1.0, 5.0)}
  Extrap range: {'d1': (1.0, 7.5), 'd2': (1.0, 7.5), 'n': (1.0, 7.5)}
  Truth       : 1/(1/d1+n/d2)
  ✓ cache hit  (data/equations/I_27_6, key=b2f003d6b788f0e3)
  train           (800, 4)  target range=[0.2002, 2.21]
  val             (200, 4)  target range=[0.2066, 2.122]
  holdout         (200, 4)  target range=[0.2076, 2.128]
  extrapolation   (200, 4)  target range=[0.165, 2.598]
  saved figure → data/figures/I_27_6/eda_pairplot.png
Wide primitive set enabled: sin, cos, exp, log added.
[E22 rules] variable pattern tags: {'paired_numbered'}
[E22/23 rules] static candidate count: 3
[E22/23 rules] allowed to take a fitness slot (exact): 0
  [sum_sq_all/sum_sq] a=0.0051 b=6.4029e-01 1-R²_va=1.0049e+00
  [prefix_sum_sq/d1^2+d2^2] a=0.0228 b=3.1586e-01 1-R²_va=6.0696e-01
  [harmonic/1/(1/d1+1/d2)] a=0.5471 b=2.9655e-02 1-R²_va=5.8361e-01
[fuller] gene operators ACTIVE (denoise=0.2 physics=0.2 snap=1.0 concretize=0.05)
Wrapper scope: per_island  (island → wrapper map: ['identity', 'identity'])
Genes: head_length=48, n_genes=3, rnc_array_length=10
Population: (per-island, see below), elites: 2, generations: 400, migration FREQ: 30
  pump per-island sizes: intake=100 (tournsize=8), champion=50 (tournsize=5)
Initialising evolution at 2026-09-19 06:38:37.607630
 gen  deme   evals     min fitness          mse_tr          mse_va         max_err      mse_extrap  one_minus_r2_tr  one_minus_r2_va
 214     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 215     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 215     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 216     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 216     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 217     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 217     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 218     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 218     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 219     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 219     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 220     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 220     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
--------- pump migration: intra (promote-2 + intake-reset) ---------
 221     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 221     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 222     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 222     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 223     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 223     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 224     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 224     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 225     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 225     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 226     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 226     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 227     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 227     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 228     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 228     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 229     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 229     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 230     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 230     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
--------- pump migration: intra (promote-2 + intake-reset) ---------
 231     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 231     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 232     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 232     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 233     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 233     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 234     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 234     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 235     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 235     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 236     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 236     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 237     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 237     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 238     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 238     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 239     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 239     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 240     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 240     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
--------- pump migration: intra (promote-2 + intake-reset) + cross ---------
 241     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 241     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 242     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 242     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 243     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 243     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 244     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 244     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 245     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 245     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 246     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 246     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 247     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 247     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 248     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 248     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 249     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 249     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 250     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 250     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
--------- pump migration: intra (promote-2 + intake-reset) ---------
 251     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 251     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 252     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 252     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 253     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 253     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 254     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 254     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 255     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 255     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 256     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 256     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 257     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 257     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 258     0     100               0    0.0199574019    0.0145335816      0.44692279    0.0498769571     0.151236803     0.134291866
 258     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 259     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 259     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 260     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 260     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
--------- pump migration: intra (promote-2 + intake-reset) ---------
 261     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 261     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 262     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 262     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 263     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 263     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 264     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 264     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 265     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 265     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 266     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 266     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 267     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 267     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 268     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 268     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 269     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 269     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 270     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 270     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
--------- pump migration: intra (promote-2 + intake-reset) + cross ---------
 271     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 271     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 272     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 272     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 273     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 273     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 274     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 274     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 275     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 275     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 276     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 276     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 277     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 277     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 278     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 278     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 279     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 279     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 280     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 280     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
--------- pump migration: intra (promote-2 + intake-reset) ---------
 281     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 281     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 282     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 282     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 283     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 283     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 284     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 284     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 285     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 285     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 286     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 286     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 287     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 287     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 288     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 288     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 289     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 289     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 290     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 290     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
--------- pump migration: intra (promote-2 + intake-reset) ---------
 291     0     100               0    0.0306688655    0.0243335662     0.595469929    0.0644666948     0.232408066     0.224844782
 291     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 292     0     100               0    0.0306688655    0.0243335662     0.595469929    0.0644666948     0.232408066     0.224844782
 292     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 293     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 293     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 294     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 294     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 295     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 295     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 296     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 296     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 297     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 297     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 298     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 298     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 299     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 299     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 300     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 300     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
--------- pump migration: intra (promote-2 + intake-reset) + cross ---------
 301     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 301     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 302     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 302     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 303     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 303     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 304     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 304     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 305     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 305     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 306     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 306     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 307     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 307     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 308     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 308     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 309     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 309     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 310     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 310     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
--------- pump migration: intra (promote-2 + intake-reset) ---------
 311     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 311     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 312     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 312     1      50               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 313     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 313     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 314     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 314     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 315     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 315     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 316     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 316     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 317     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 317     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 318     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 318     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 319     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 319     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 320     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 320     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
--------- pump migration: intra (promote-2 + intake-reset) ---------
 321     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 321     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 322     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 322     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 323     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 323     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 324     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 324     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 325     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 325     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 326     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 326     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 327     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 327     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 328     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 328     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 329     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 329     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 330     0     100               0   0.00561651176   0.00456624561      0.18966339    0.0401237036    0.0425618167    0.0421926031
 330     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
--------- pump migration: intra (promote-2 + intake-reset) + cross ---------
 331     0     100               0    0.0178044567    0.0134308371       0.3997882     0.334209834     0.134921826     0.124102387
 331     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 332     0     100               0    0.0178044567    0.0134308371       0.3997882     0.334209834     0.134921826     0.124102387
 332     1      50               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
